mij_mii,mij
.0000121,.0000109
.0000319,.0000286
.0000192,.0000171
.0000863,.0000772
.0000337,.0000302
.0001293,.0001157
8.96e-06,8.01e-06
.0001215,.0001087
.0013812,.0012353
.0003453,.0003088
.0000863,.0000772
.000518,.0004632
.0000215,.0000192
.0000848,.0000759
.0000367,.0000328
.0001427,.0001277
.0000195,.0000175
.0001163,.000104
.0000279,.000025
.0000911,.0000815
.0000227,.0000203
.0000679,.0000608
.0000197,.0000176
.0000418,.0000374
.0000279,.0000249
.0003453,.0003088
.0000147,.0000131
.0000534,.0000478
.0001727,.0001544
.0000863,.0000772
.0000863,.0000772
.0000863,.0000772
6.86e-06,6.13e-06
.0000244,.0000218
.0000136,.0000122
.0000575,.0000514
.0000194,.0000174
.0000863,.0000772
.0000863,.0000772
.0010027,.0008967
1,.8943541
.1081664,.0967391
.0000314,.0000281
.0001137,.0001017
.0000109,9.78e-06
.0003453,.0003088
.0000933,.0000835
.0001727,.0001544
.0000787,.0000704
.0002122,.0001897
.0001462,.0001307
.0003708,.0003317
.0000177,.0000159
.0006906,.0006176
.0010359,.0009265
.000518,.0004632
.0001199,.0001072
.0001727,.0001544
.0000194,.0000174
.0001727,.0001544
.00003,.0000276
.0000789,.0000727
.0000473,.0000436
.0008373,.0007717
.0000833,.0000768
.0003194,.0002944
.0000221,.0000204
.0002791,.0002572
.0005582,.0005145
.0013955,.0012862
.0001166,.0001074
.0008373,.0007717
.000053,.0000488
.0002791,.0002572
.0000907,.0000836
.0003525,.0003249
.0000483,.0000445
.0002872,.0002647
.000069,.0000636
.0002251,.0002075
.0000559,.0000516
.0001678,.0001546
.0000485,.0000447
.0008373,.0007717
.0000689,.0000635
.0001562,.0001439
.0000363,.0000334
.0001319,.0001216
.0003394,.0003128
.0006652,.0006131
.0000481,.0000444
.0002791,.0002572
.0000169,.0000156
.0000603,.0000556
.0000337,.000031
.000142,.0001309
.0000479,.0000442
.0002346,.0002162
.0007815,.0007203
.0024761,.0022822
.0608429,.056078
1,.9216854
.0000776,.0000715
.0016746,.0015434
.000027,.0000249
.0008373,.0007717
.0002304,.0002124
.0025119,.0023151
.0002791,.0002572
.0005582,.0005145
.000361,.0003327
.0009158,.0008441
.0000438,.0000404
.0013955,.0012862
.0005582,.0005145
.0002791,.0002572
.0002961,.0002729
.0005582,.0005145
.000048,.0000442
.0008373,.0007717
.0000662,.0000465
.0002429,.0001704
.0000883,.0000619
.0083915,.0058849
.0000139,9.72e-06
.0000221,.0000155
.0000276,.0000194
.000265,.0001858
.0000439,.0000308
.0001104,.0000774
.0000442,.000031
.0070886,.0049712
.0000167,.0000117
.0000661,.0000464
.0000162,.0000114
.0001104,.0000774
.000016,.0000112
.0000883,.0000619
.0000221,.0000155
.0004858,.0003407
.0002429,.0001704
.0007287,.0005111
.0001826,.0001281
.0001104,.0000774
.0000662,.0000465
.0001767,.0001239
.0000217,.0000152
.0000788,.0000553
.0003463,.0002429
.0001546,.0001084
.0003312,.0002323
.0026499,.0018584
.0000223,.0000156
.0000221,.0000155
.0002429,.0001704
.0003754,.0002633
.0002208,.0001549
.001325,.0009292
.0000361,.0000253
.0001767,.0001239
.0000268,.0000188
.0001767,.0001239
1,.7012905
.3572343,.2505251
.0001104,.0000774
.0094294,.0066127
.0000221,.0000155
.0000883,.0000619
.0000221,.0000155
.0005521,.0003872
.0000285,.00002
.0000883,.0000619
.0003312,.0002323
.0297898,.0208913
.0003092,.0002168
.0005079,.0003562
.0000662,.0000465
.0001987,.0001394
.000147,.0001031
.0020758,.0014557
.0002823,.0002511
.0002681,.0002385
.0003704,.0003296
.0085791,.0076326
.0000206,.0000183
.0000894,.0000795
.0000411,.0000366
.0000894,.0000795
.0000653,.0000581
.0003575,.000318
.000097,.0000863
.0065237,.0058039
.0000249,.0000221
.0000984,.0000875
.0000241,.0000214
.0003575,.000318
.0000238,.0000212
.0003575,.000318
.0007872,.0007004
.0010724,.0009541
.0001102,.000098
.0008937,.0007951
.0002716,.0002417
.000578,.0005142
.0001195,.0001063
.0000894,.0000795
.0000322,.0000287
.0001172,.0001043
.0005152,.0004583
.0005362,.000477
.0007898,.0007027
.0017873,.0015901
.0000331,.0000295
.0001178,.0001048
.0000894,.0000795
.0004468,.0003975
.0003197,.0002844
.0011618,.0010336
.0000537,.0000478
.0002681,.0002385
.0000399,.0000355
.0001787,.000159
.0771224,.0686135
1,.8896704
.0002106,.0001874
.0075067,.0066785
.0000807,.0000718
.0004468,.0003975
.0004276,.0003804
.0001787,.000159
.0000424,.0000377
.0002681,.0002385
.0001787,.000159
.0075961,.006758
.0001787,.000159
.0004468,.0003975
.0000469,.0000417
.0003575,.000318
.0002187,.0001946
.0006256,.0005565
.00008,.0000216
.0006545,.0001768
.0000102,2.74e-06
.0004757,.0001285
3.61e-06,9.76e-07
.0000138,3.74e-06
.000038,.0000103
.0005158,.0001393
7.06e-06,1.91e-06
.0000144,3.89e-06
.0000428,.0000116
.0019634,.0005304
7.68e-06,2.08e-06
.0000304,8.21e-06
5.42e-06,1.46e-06
.0000211,5.69e-06
8.11e-06,2.19e-06
.0000483,.000013
.0000174,4.70e-06
.0000568,.0000153
.0000137,3.69e-06
.000041,.0000111
.0000165,4.45e-06
.000035,9.47e-06
.0000254,6.87e-06
.0000577,.0000156
9.87e-06,2.67e-06
.0000359,9.70e-06
.0000355,9.58e-06
.0000695,.0000188
.0006188,.0001672
.0006545,.0001768
.0000198,5.35e-06
.0000705,.0000191
.0000113,3.05e-06
.0000476,.0000129
.0000218,5.89e-06
.0001067,.0000288
4.72e-06,1.28e-06
.000015,4.04e-06
4.83e-06,1.30e-06
.0000228,6.15e-06
.0000733,.0000198
.0002655,.0000717
1,.2701572
2.691099,.7270199
7.35e-06,1.99e-06
.0006545,.0001768
.0000183,4.95e-06
.0000494,.0000133
7.00e-06,1.89e-06
.0000178,4.80e-06
.0000138,3.73e-06
.0006545,.0001768
.0000269,7.27e-06
.0000357,9.63e-06
.0000102,2.75e-06
.0000447,.0000121
.0006545,.0001768
.0019634,.0005304
.0000787,.0000772
.0002138,.0002099
9.99e-06,9.81e-06
.000695,.0006822
3.56e-06,3.49e-06
.0000136,.0000134
.0000374,.0000367
.0000535,.0000525
6.95e-06,6.82e-06
.0000535,.0000525
.0000421,.0000413
.0016038,.0015743
7.56e-06,7.42e-06
.0000535,.0000525
5.33e-06,5.23e-06
.0000535,.0000525
7.98e-06,7.84e-06
.0001069,.000105
.0000171,.0000168
.0001069,.000105
.0000135,.0000132
.0000403,.0000396
.0000162,.0000159
.0000345,.0000339
.000025,.0000246
.0001069,.000105
9.71e-06,9.53e-06
.0000353,.0000347
.0000349,.0000343
.0000684,.0000671
.0000535,.0000525
.0012296,.001207
.0000195,.0000191
.0000694,.0000681
.0000111,.0000109
.0000535,.0000525
.0000215,.0000211
.0001604,.0001574
4.65e-06,4.56e-06
.0001069,.000105
4.75e-06,4.67e-06
.0000224,.000022
.0000722,.0000708
.0002613,.0002565
.0093553,.0091835
1,.9816368
7.23e-06,7.10e-06
.0000393,.0000386
.000018,.0000177
.0001604,.0001574
6.89e-06,6.76e-06
.0000535,.0000525
.0000136,.0000133
.0011761,.0011545
.0001069,.000105
.0000535,.0000525
.00001,9.85e-06
.0002138,.0002099
.0011513,.0011301
.000695,.0006822
.0000232,.0000191
.0000695,.0000574
.0000463,.0000383
.0020851,.0017223
.0000463,.0000383
.0000232,.0000191
.0000166,.0000137
.0006719,.000555
.0000695,.0000574
.0009035,.0007463
.0000232,.0000191
.0156149,.0128984
.0000291,.0000241
.0000463,.0000383
.0000463,.0000383
.0001981,.0001636
.0000215,.0000177
.0000695,.0000574
.0000754,.0000622
.0001158,.0000957
.000024,.0000198
.000072,.0000595
.0001225,.0001012
.0000927,.0000765
.0002085,.0001722
.0000463,.0000383
.0000376,.000031
.0001158,.0000957
.0001158,.0000957
.0023399,.0019328
.0000232,.0000191
.0018302,.0015118
.0000232,.0000191
.0000232,.0000191
.0000167,.0000138
.0000703,.0000581
.0000232,.0000191
.0000463,.0000383
.000417,.0003445
.0007877,.0006507
.0001331,.00011
.0006487,.0005358
.000139,.0001148
.0004402,.0003636
.0000237,.0000196
.0021777,.0017989
1,.8260311
.1743351,.1440062
.0000232,.0000191
.000973,.0008038
.0000695,.0000574
.0001853,.0001531
.0000695,.0000574
.0016449,.0013587
.0004633,.0003827
.0010657,.0008803
.0000838,.0000693
.0001622,.000134
.0000414,.0000342
.0012974,.0010717
.0002019,.0001868
.0005046,.0004669
.000079,.0000731
.0039362,.0036417
.0001693,.0001566
.0006487,.0006002
.0000322,.0000298
.0009084,.0008404
.0008114,.0007507
.0007065,.0006536
.0001402,.0001297
.0152402,.0141
.0000566,.0000524
.0002239,.0002072
.000099,.0000916
.000385,.0003562
.0000417,.0000386
.0007065,.0006536
.0001465,.0001355
.0002019,.0001868
.0000467,.0000432
.00014,.0001295
.0001009,.0000934
.0001009,.0000934
.0002473,.0002288
.0001009,.0000934
.0000731,.0000676
.0004037,.0003735
.0003371,.0003119
.0008074,.000747
.0000994,.000092
.0011102,.0010272
.0000323,.0000299
.0001009,.0000934
.0000324,.00003
.0002019,.0001868
.0000574,.0000531
.0001009,.0000934
.0005927,.0005483
.0005046,.0004669
.0002588,.0002395
.0009084,.0008404
.0001765,.0001633
.0009084,.0008404
.0000462,.0000427
.0037344,.003455
.0371417,.034363
1,.9251859
.0008194,.0007581
.0008074,.000747
.0003655,.0003381
.0004037,.0003735
.0000778,.000072
.0022204,.0020543
.0001009,.0000934
.0012111,.0011205
.000163,.0001508
.0001009,.0000934
.0000805,.0000745
.0009084,.0008404
.0000339,.0000237
.0000973,.0000682
.0001309,.0000918
.005724,.0040124
.0000153,.0000107
.0000339,.0000237
9.83e-06,6.89e-06
.0001016,.0000712
.0000871,.0000611
.0000677,.0000475
.0000333,.0000233
.0018628,.0013058
.0000109,7.62e-06
.000043,.0000301
.0000339,.0000237
.0000538,.0000377
9.40e-06,6.59e-06
.0000559,.0000392
.0000677,.0000475
.0003726,.0002612
.0000285,.00002
.0000854,.0000599
.000131,.0000918
.0002371,.0001662
.0000507,.0000355
.000115,.0000806
.0000135,9.46e-06
.0000339,.0000237
.0001693,.0001187
.0021338,.0014957
.0000339,.0000237
.0001355,.000095
8.85e-06,6.21e-06
.0000339,.0000237
.0000339,.0000237
.0000339,.0000237
.0000469,.0000329
.0001693,.0001187
.0000995,.0000698
.0000677,.0000475
.0000416,.0000292
.0003726,.0002612
.0000677,.0000475
.0004064,.0002849
.0000219,.0000154
.0007451,.0005223
.0001562,.0001095
.0004742,.0003324
1,.7009745
.4086029,.2864202
.0000339,.0000237
.0000677,.0000475
.000117,.000082
.0023031,.0016144
.0000339,.0000237
.0001693,.0001187
.0000269,.0000188
.0000677,.0000475
.0000323,.0000227
.0003387,.0002374
.0000768,.0000734
.0001153,.0001102
.0001551,.0001482
.0040722,.0038894
.0000181,.0000173
.0000768,.0000734
.0000116,.0000111
.0002305,.0002202
.0001032,.0000986
.0001537,.0001468
.0000394,.0000376
.0037649,.0035959
.0000129,.0000123
.0000509,.0000486
.0000164,.0000157
.0000637,.0000609
.0000111,.0000106
.0000768,.0000734
.0003136,.0002996
.0002305,.0002202
.0000338,.0000322
.0002305,.0002202
.0000768,.0000734
.0001537,.0001468
.0000601,.0000574
.0001362,.0001301
.000016,.0000153
.0000768,.0000734
.0003309,.000316
.0010757,.0010274
.0000659,.000063
.0003073,.0002935
.0000105,.00001
.0000373,.0000357
.0000259,.0000247
.0000768,.0000734
.0000556,.0000531
.0000768,.0000734
.000118,.0001127
.0003737,.0003569
.0000493,.0000471
.0000768,.0000734
.0002111,.0002016
.0001537,.0001468
.000026,.0000248
.0017672,.0016879
.000185,.0001767
.0006147,.0005871
.0270457,.0258318
1,.9551146
.0000401,.0000383
.0001018,.0000972
.0001386,.0001324
.0030734,.0029354
.000125,.0001194
.0000768,.0000734
.0000319,.0000304
.0002305,.0002202
.0000383,.0000366
.0000768,.0000734
.0001271,.0000881
.0000508,.0000352
.0001017,.0000705
.0095819,.0066429
.0004829,.0003348
.0044478,.0030836
.0005083,.0003524
.0171813,.0119115
.0001017,.0000705
.0007117,.0004934
.0012454,.0008634
.1309696,.0907986
.0000254,.0000176
.0002542,.0001762
.0001779,.0001233
.0023129,.0016035
.0001017,.0000705
.0016521,.0011453
.0000508,.0000352
.0007117,.0004934
.0000651,.0000451
.0001271,.0000881
.0000254,.0000176
.0002033,.000141
.0001271,.0000881
.0005337,.00037
.0002488,.0001725
.0001017,.0000705
.0001779,.0001233
.0002542,.0001762
.0005083,.0003524
.010014,.0069425
.0000254,.0000176
.0001525,.0001057
.0000417,.0000289
.0000508,.0000352
.0000254,.0000176
.0005846,.0004053
.0000254,.0000176
.0005083,.0003524
.0002033,.000141
.001525,.0010572
.0002033,.000141
.0007879,.0005462
.0001779,.0001233
.0301436,.0208979
.0002542,.0001762
.0022112,.001533
.0004575,.0003172
.0012454,.0008634
1,.6932796
.1735163,.1202953
.0001017,.0000705
.0053374,.0037003
.0023637,.0016387
.0046257,.0032069
.0012962,.0008986
.0105986,.0073478
.0002796,.0001938
.0224933,.0155942
.0000914,.0000728
.0002853,.0002272
.0000613,.0000488
.0116976,.0093171
.0001427,.0001136
.0079886,.0063629
.000084,.0000669
.0049929,.0039768
.001013,.0008069
.0005706,.0004545
.0002853,.0002272
.0706134,.0562436
.0003874,.0003086
.0005706,.0004545
.0015616,.0012438
.0034237,.002727
.0001427,.0001136
.0025678,.0020452
.0001427,.0001136
.000428,.0003409
.00007,.0000557
.000428,.0003409
.0001356,.000108
.0002853,.0002272
.0001427,.0001136
.0009986,.0007954
.0002674,.000213
.0002853,.0002272
.0003404,.0002711
.0002853,.0002272
.000124,.0000987
.0022825,.001818
.0000767,.0000611
.0007133,.0005681
.0000449,.0000357
.0001427,.0001136
.0000682,.0000543
.0001427,.0001136
.0003479,.0002771
.0002853,.0002272
.000666,.0005305
.0011412,.000909
.0001523,.0001213
.0014265,.0011362
.0002853,.0002272
.0208274,.016589
.0001427,.0001136
.0022825,.001818
.0002919,.0002325
.000428,.0003409
.0917261,.0730598
1,.7964998
.0000628,.00005
.0034237,.002727
.000428,.0003409
.003281,.0026133
.0001427,.0001136
.0087019,.006931
.0001457,.0001161
.0054208,.0043177
.0000207,6.39e-06
.0000545,.0000168
.0030399,.0009382
.0030828,.0009514
3.84e-06,1.19e-06
.0000147,4.54e-06
5.61e-06,1.73e-06
.0000761,.0000235
.0000177,5.48e-06
.0000362,.0000112
.0000156,4.82e-06
.0009485,.0002927
4.36e-06,1.35e-06
.0004743,.0001464
4.49e-06,1.39e-06
.0000175,5.39e-06
4.35e-06,1.34e-06
.0000259,7.99e-06
.0004743,.0001464
.0007114,.0002195
.0000449,.0000139
.0001347,.0000416
.0000289,8.92e-06
.0000615,.000019
.000015,4.63e-06
.000034,.0000105
4.77e-06,1.47e-06
.0000174,5.36e-06
.0003255,.0001005
.000638,.0001969
.0000516,.0000159
.0004099,.0001265
4.15e-06,1.28e-06
.0000148,4.55e-06
.0002371,.0000732
.0002371,.0000732
.0001802,.0000556
.000882,.0002722
.0000167,5.17e-06
.0000531,.0000164
.0000113,3.49e-06
.0000533,.0000165
.0002371,.0000732
.0002371,.0000732
.0000199,6.15e-06
.0004743,.0001464
.0000179,5.52e-06
.0000972,.00003
.0001411,.0000435
.0003801,.0001173
8.78e-06,2.71e-06
.0000223,6.87e-06
1,.3086115
2.225753,.686893
.0000522,.0000161
.0000691,.0000213
9.76e-06,3.01e-06
.0000428,.0000132
.0000236,7.29e-06
.0002447,.0000755
8.32e-06,8.18e-06
.0000549,.000054
.0012209,.0012004
.0025251,.0024827
1.54e-06,1.52e-06
5.91e-06,5.81e-06
2.25e-06,2.22e-06
.0000306,.0000301
7.13e-06,7.01e-06
.0000145,.0000143
6.27e-06,6.16e-06
.0006587,.0006477
1.75e-06,1.72e-06
6.92e-06,6.81e-06
1.80e-06,1.77e-06
7.01e-06,6.90e-06
1.75e-06,1.72e-06
.0000549,.000054
.000355,.000349
.0006587,.0006477
.000018,.0000177
.0000541,.0000532
.0000116,.0000114
.0000247,.0000243
6.03e-06,5.93e-06
.0000137,.0000134
1.92e-06,1.88e-06
6.97e-06,6.85e-06
.0001307,.0001286
.0001098,.0001079
.0000207,.0000204
.0001098,.0001079
1.67e-06,1.64e-06
5.93e-06,5.83e-06
.0000181,.0000178
.0000763,.000075
.0000724,.0000711
.0000549,.000054
6.73e-06,6.61e-06
.0000213,.000021
4.54e-06,4.46e-06
.0001647,.0001619
.0001366,.0001343
.0002196,.0002159
8.00e-06,7.86e-06
.0008783,.0008636
7.18e-06,7.06e-06
.0000391,.0000384
.0000567,.0000557
.0000549,.000054
3.53e-06,3.47e-06
.0000549,.000054
.0088379,.0086896
1,.983216
.0000209,.0000206
.0000278,.0000273
3.92e-06,3.85e-06
.0000549,.000054
9.48e-06,9.33e-06
.0000983,.0000966
.0000122,.0000109
.0000771,.000069
.000021,.0000188
.0002314,.0002071
.0000165,.0000148
.0000634,.0000568
.0000123,.000011
.0000771,.000069
.0002314,.0002071
.0002314,.0002071
.0000629,.0000563
.0007712,.0006904
.0000245,.000022
.000097,.0000869
.0000277,.0000248
.0001078,.0000965
.0000309,.0000277
.0001838,.0001646
.0000274,.0000245
.0000893,.0000799
.000058,.0000519
.000174,.0001558
.0000142,.0000127
.0000771,.000069
.0000211,.0000189
.0000478,.0000428
.000013,.0000116
.0000771,.000069
.0001875,.0001679
.0003676,.0003291
.0001542,.0001381
.0003085,.0002761
7.50e-06,6.72e-06
.0000267,.0000239
.0000294,.0000263
.0001238,.0001109
.0000328,.0000293
.0002314,.0002071
.000056,.0000501
.0001773,.0001587
.0000771,.000069
.0007984,.0007147
.0000771,.000069
.0000771,.000069
.0000148,.0000133
.0004627,.0004142
.0000318,.0000285
.0000771,.000069
.0000486,.0000435
.0001309,.0001172
.0002314,.0002071
.0000771,.000069
.0000199,.0000178
.0000771,.000069
1,.8951791
.1098172,.0983061
.0001223,.0001095
.0000771,.000069
.000026,.0000233
.0002698,.0002415
.0000503,.0000373
.0001856,.0001376
.0000869,.0000644
.002784,.0020639
.0001856,.0001376
.0001856,.0001376
.0000508,.0000377
.0006896,.0005113
.0004414,.0003273
.0024128,.0017888
.0002599,.0001927
.0046399,.0034399
.0001015,.0000752
.0004012,.0002974
.0001147,.000085
.0003712,.0002752
.0001277,.0000947
.0003712,.0002752
.0001132,.0000839
.0001856,.0001376
.0002399,.0001779
.0007194,.0005334
.0000586,.0000435
.0001248,.0000925
.0000871,.0000646
.0001975,.0001464
.0000535,.0000397
.0003712,.0002752
.0007753,.0005748
.0003712,.0002752
.0000954,.0000707
.001856,.001376
.000031,.000023
.0001104,.0000819
.0001214,.00009
.0005119,.0003795
.0001354,.0001004
.000663,.0004915
.0002313,.0001715
.0005568,.0004128
.0006998,.0005188
.0033005,.0024469
.0001389,.000103
.0005568,.0004128
.0000613,.0000455
.0074239,.0055038
.0001315,.0000975
.000928,.000688
.0002008,.0001489
.0001856,.0001376
.0001856,.0001376
.000928,.000688
.0000823,.000061
.0029696,.0022015
.3062361,.2270338
1,.7413684
.0005055,.0003748
.0022175,.001644
.0001076,.0000798
.000928,.000688
.0001709,.0001537
.000092,.0000827
7.56e-06,6.80e-06
.0001315,.0001182
.0001315,.0001182
.0000394,.0000355
.0000526,.0000473
.0004469,.0004019
.0000615,.0000553
.0000131,.0000118
.0004601,.0004137
.0035887,.0032267
.0000657,.0000591
.0000394,.0000355
.0001315,.0001182
.0001183,.0001064
.0001332,.0001197
.0000526,.0000473
.0000657,.0000591
.0000387,.0000348
.0000131,.0000118
.000037,.0000333
.0000263,.0000236
.0000265,.0000238
.0000394,.0000355
.0000131,.0000118
.0000131,.0000118
.0001446,.00013
.0000263,.0000236
.0000131,.0000118
.0002235,.0002009
.0009596,.0008628
.0000263,.0000236
.0000452,.0000406
.0000131,.0000118
.0000131,.0000118
.0000105,9.41e-06
.0000512,.0000461
.0000248,.0000223
.0000786,.0000707
.0000263,.0000236
.0002907,.0002614
.0004601,.0004137
.0000526,.0000473
.0000131,.0000118
.0006573,.000591
.0000302,.0000272
.0000394,.0000355
.0001577,.0001418
.000092,.0000827
.0005127,.000461
.0001972,.0001773
7.87e-06,7.07e-06
.0001183,.0001064
.0000394,.0000355
.0000131,.0000118
1,.8991201
.0994978,.0894605
.000092,.0000827
.002261,.0020329
.0001422,.0001233
.0000656,.0000569
.0000164,.0000142
.0008535,.0007399
.0001472,.0001276
.0001422,.0001233
.0000389,.0000337
.0002845,.0002466
.0001329,.0001152
.0001422,.0001233
.0002845,.0002466
.0049787,.0043162
.0003636,.0003153
.0002845,.0002466
.0007488,.0006492
.0012802,.0011099
.0002881,.0002497
.0017141,.001486
.0000256,.0000222
.0000836,.0000725
.0000267,.0000231
.0001422,.0001233
.0000269,.0000234
.0001422,.0001233
.0000724,.0000628
.0001642,.0001423
.0000812,.0000704
.0002952,.0002559
.0001,.0000867
.000196,.0001699
.0000382,.0000331
.0004267,.00037
.0000275,.0000238
.0000977,.0000847
.0000163,.0000142
.0000688,.0000597
.0000226,.0000196
.0001108,.0000961
.0000536,.0000465
.00017,.0001473
.0001333,.0001156
.0001422,.0001233
.0000411,.0000356
.0001489,.0001291
.0000257,.0000222
.0018492,.0016032
.0000653,.0000566
.0003552,.0003079
.0000565,.000049
.0001524,.0001321
.0005669,.0004915
.000569,.0004933
.000017,.0000148
.0008535,.0007399
.0005584,.0004841
.0007399,.0006414
.1325747,.114934
1,.8669377
.0000548,.0000475
.0002845,.0002466
.0001087,.0000379
.0023923,.0008346
.0001486,.0000518
.0138104,.0048182
.0001087,.0000379
.0006525,.0002276
.000435,.0001518
.0055459,.0019348
.0001456,.0000508
.0015224,.0005311
.0013049,.0004553
.0244672,.0085361
.0002249,.0000785
.0013049,.0004553
.0003262,.0001138
.0040235,.0014037
.0001087,.0000379
.000435,.0001518
.0002557,.0000892
.0030448,.0010623
.0002138,.0000746
.000435,.0001518
.0002977,.0001039
.0014137,.0004932
.0001087,.0000379
.0021749,.0007588
.0003008,.0001049
.0017399,.000607
.0005738,.0002002
.0034798,.001214
.0002175,.0000759
.0120705,.0042111
.0001087,.0000379
.0015224,.0005311
.0001652,.0000577
.000435,.0001518
.0002918,.0001018
.0026098,.0009105
.0000926,.0000323
.0008699,.0003035
.0001006,.0000351
.0016311,.0005691
.0008924,.0003113
.0021749,.0007588
.0036973,.0012899
.0625272,.0218145
.0001503,.0000524
.0029361,.0010243
.0003167,.0001105
.0040235,.0014037
.0001656,.0000578
.0020661,.0007208
.0001918,.0000669
.0082645,.0028833
.0001087,.0000379
.0015224,.0005311
.0002175,.0000759
.0096781,.0033765
1,.3488799
1.676164,.5847799
.0005767,.000514
.0006553,.000584
.0000613,.0000546
.0073722,.0065705
.0000365,.0000326
.0006553,.000584
.0001638,.000146
.0011468,.0010221
.0000601,.0000536
.0001226,.0001092
.0006029,.0005373
.0155636,.0138711
.0000928,.0000827
.0008191,.0007301
.0000587,.0000523
.0004915,.000438
.0000971,.0000866
.0001638,.000146
.0001055,.000094
.0001638,.000146
.0000882,.0000786
.0001638,.000146
.0001228,.0001095
.0001638,.000146
.0001638,.000146
.0003277,.000292
.0001241,.0001106
.0011468,.0010221
.0002367,.000211
.0008191,.0007301
.0017417,.0015523
.0034404,.0030662
.0001638,.000146
.0013106,.0011681
.0000682,.0000608
.0008191,.0007301
.0001204,.0001073
.0011468,.0010221
.0000382,.0000341
.0004915,.000438
.0000415,.000037
.0008191,.0007301
.0003682,.0003281
.0008191,.0007301
.0001638,.000146
.037844,.0337287
.000062,.0000553
.000983,.0008761
.0001306,.0001164
.0006553,.000584
.0001638,.000146
.0004915,.000438
.0000791,.0000705
.0029489,.0026282
.0002284,.0002036
.0004915,.000438
.0001052,.0000938
.0032765,.0029202
.0306356,.0273041
1,.8912541
